Administración;Departamento;Convocatoria;Bases reguladoras;Aplicación presupuestaria;Fecha de concesión;Beneficiario;Importe;Instrumento;Ayuda equivalente
BILBAO;BILBAO EKINTZA;Programa de ayudas a la contratación de Bilbao Ekintza 2023;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf?hash=5a05d791ab3b8dd653e7e3a4e0baccfa#page=43;SB111756336;26/04/2024;B95043824 CASTRO ALONSO, BLANCO SAEZ, S.L.;4400;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4400
BILBAO;BILBAO EKINTZA;ACUERDO DE COLABORACIÓN QUE SE SUSCRIBE ENTRE BILBAO EKINTZA, EPEL Y FUNDACIÓN ALFONSO LÍBANO FIRESTONE PARA LA CELEBRACIÓN EN BILBAO EN EL AÑO 2024 DEL CIRCUITO GREENPOWER BRIDGESTONE Y LA BICICLETADA POPULAR BRIDGESTONE;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=c971de5668231ef1d02361f364de70a2;SB105559905;30/04/2024;G48095764 FUNDACIÓN ALFONSO LÍBANO FIRESTONE;14000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;14000
BILBAO;AYUNTAMIENTO DE BILBAO;APOYO A LA ASOCIACIóN TENDEL PROGRAMA INTERVENCIóN JóVENES OTXARKOAGA-TXURDINAGA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB105719310;30/04/2024;G95059564 ASOCIACION TENDEL;60000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;60000
BILBAO;AYUNTAMIENTO DE BILBAO;APOYO A LA ASOCIACIóN BIDEGINTZA PARA EL CENTRO IÑURRI;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB105719311;30/04/2024;F48961668 BIDEGINTZA PARA LA PROMOCION DEL DESARROLLO PERSONAL Y COMU;39554;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;39554
BILBAO;AYUNTAMIENTO DE BILBAO;APOYO A CáRITAS PARA PROGRAMA DE COMEDOR SOCIAL, GERTU ZERBITZUAK;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB105719312;30/04/2024;R4800309I CARITAS DIOCESANAS DE BILBAO;334544;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;334544
BILBAO;AYUNTAMIENTO DE BILBAO;DAMBA FESTIVAL;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB105719647;30/04/2024;G95601464 ASOC CULTURAL EUSKAL RAP;5000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;5000
BILBAO;BILBAO EKINTZA;ACUERDO DE COLABORACIÓN QUE SE SUSCRIBE ENTRE BILBAO EKINTZA, EPEL Y BAGABILTZA FUNDAZIOA-FUNDACIÓN BAGABILTZA, EN EL MARCO DEL PLAN SINGULAR 2023-2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=c971de5668231ef1d02361f364de70a2;SB105559906;02/05/2024;G95018750 BAGABILTZA FUNDAZIOA-FUNDACIÓN BAGABILTZA;4575.6;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4575.6
BILBAO;BILBAO EKINTZA;ACUERDO DE COLABORACIÓN SUSCRITO ENTRE BILBAO EKINTZA, EPEL Y EUSKAMPUS FUNDAZIOA, EN EL MARCO DE LA CELEBRACIÓN DEL EVENTO DENOMINADO “BILBO ZIENTZIA PLAZA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=c971de5668231ef1d02361f364de70a2;SB105723060;02/05/2024;G95658688 EUSKAMPUS FUNDAZIOA;95000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;95000
BILBAO;BILBAO EKINTZA;ACUERDO DE COLABORACIÓN SUSCRITO ENTRE BILBAO EKINTZA, EPEL Y CLUB BILBAO ATLETISMO SANTUTXU, EN EL MARCO DE LA CELEBRACIÓN DEL EVENTO DENOMINADO “XVIII MILLA INTERNACIONAL DE BILBAO”;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=c971de5668231ef1d02361f364de70a2;SB105723061;02/05/2024;G48426746 CLUB BILBAO ATLETISMO SANTUTXU;40000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;40000
BILBAO;AYUNTAMIENTO DE BILBAO;CáRITAS. VALE COMPRA BáSICA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB105719313;06/05/2024;R4800309I CARITAS DIOCESANAS DE BILBAO;100000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;100000
BILBAO;BILBAO EKINTZA;ACUERDO DE COLABORACIÓN QUE SE SUSCRIBE ENTRE BILBAO EKINTZA, EPEL, Y PUNTA GALEA TXIRRINDULARI ELKARTEA/SOCIEDAD CICLISTA PUNTA GALEA, EN EL MARCO DE LA CELEBRACIÓN DEL EVENTO “79ª EDICIÓN CIRCUITO DE GETXO-MEMORIAL HERMANOS OTXOA”;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=c971de5668231ef1d02361f364de70a2;SB105723062;06/05/2024;G48219349 PUNTA GALEA TXIRRINDULARI ELKARTEA SOCIEDAD CICLISTA PUNTA GALEA;14500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;14500
BILBAO;BILBAO EKINTZA;ACUERDO DE COLABORACIÓN QUE SE SUSCRIBE ENTRE BILBAO EKINTZA, EPEL Y FUNDACIÓN GIZAKIA EN EL MARCO DEL PLAN SINGULAR 2023-2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=c971de5668231ef1d02361f364de70a2;SB105723064;06/05/2024;G48473045 FUNDACIÓN GIZAKIA;6847;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6847
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA REALOJOS EN SITUACION DE URGENCIA - 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318247;06/05/2024;B48492391 HOTEL ARRIAGA S.L.;1500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1500
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA REALOJOS EN SITUACION DE URGENCIA - 2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318249;06/05/2024;B48492391 HOTEL ARRIAGA S.L.;1100;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1100
BILBAO;BILBAO EKINTZA;ACUERDO DE COLABORACIÓN QUE SE SUSCRIBE ENTRE BILBAO EKINTZA, EPEL Y LA UTE FORMADA POR GAZTAROA SARTU KOOP. ELK. Y PEÑASCAL S.COOP EN EL MARCO DEL PLAN SINGULAR 2023-2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=c971de5668231ef1d02361f364de70a2;SB105723063;07/05/2024;U56451370 “UTE PEÑASCAL-GAZTAROA 2024” FORMADA POR PEÑASCAL S.COOP Y GAZTAROA SARTU KOOPERATIBA ELKARTEA;10073;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;10073
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA FAMILIAS DESAHUCIADAS CON MENORES A CARGO,  2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318266;08/05/2024;B95688248 PIL PIL HOSTEL SL;389.99;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;389.99
BILBAO;AYUNTAMIENTO DE BILBAO;AYUDAS ECONOMICAS PARA FAMILIAS DESAHUCIADAS CON MENORES A CARGO,  2024;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107318269;08/05/2024;B95688248 PIL PIL HOSTEL SL;254.99;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;254.99
BILBAO;AYUNTAMIENTO DE BILBAO;PROYECTO DE APOYO A LOS JóVENES EN BILBAO LA VIEJA, ASOCIACIóN BAKUVA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107118161;15/05/2024;G95548822 FUNDACION BAKUVA INTEGRACION SOCIAL;33000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;33000
BILBAO;AYUNTAMIENTO DE BILBAO;APOYO AL MODULO PSICOSOCIAL AUZOLAN;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107118168;15/05/2024;"G48212468 ASOC. MODULO DE ASISTENCIA PSICOSOCIAL AUZOLAN  DE BILBAO""";197760;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;197760
BILBAO;AYUNTAMIENTO DE BILBAO;APOYO AL MóDULO PSICOSOCIAL DE REKALDE;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107118175;15/05/2024;G48209480 MODULO DE ASISTENCIA PSICO SOCIAL DE REKALDEBERRI DE BILBAO;200850;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;200850
BILBAO;AYUNTAMIENTO DE BILBAO;APOYO AL MóDULO PSICOSOCIAL DE DEUSTO-SAN IGNACIO;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107118182;15/05/2024;G48229405 MODULO DE ASISTENCIA PSICO-SOCIAL DE DEUSTO-SAN IGNACIO;195700;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;195700
BILBAO;AYUNTAMIENTO DE BILBAO;APOYO ECONóMICO ASOCIACIóN GIZAKIA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=29261a5f33f562d22392d40a3defe747;SB107118187;15/05/2024;G48473045 FUNDACION GIZAKIA;10500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;10500
BILBAO;AYUNTAMIENTO DE BILBAO;KAFE ANTZOKIA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB107223642;15/05/2024;A48712319 ALBIA KAFE ANTZOKIA S.A.;50000;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;50000
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223781;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;4240;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4240
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223782;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223783;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223784;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;3180;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;3180
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223785;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;760;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;760
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223786;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;4240;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4240
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223787;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2120;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2120
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223788;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2120;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2120
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223789;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;4240;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4240
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223790;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2500;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2500
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223791;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223793;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;3180;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;3180
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223794;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2120;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2120
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223795;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2175;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2175
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223796;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223797;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1436.89;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1436.89
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223798;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;6360;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;6360
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223799;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;3213.8;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;3213.8
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223800;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223801;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;760;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;760
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223802;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;4240;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4240
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223803;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;4240;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4240
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223805;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223806;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2510;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2510
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223807;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223808;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;760;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;760
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223809;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2120;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2120
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223810;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1520;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1520
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223811;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1525;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1525
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223812;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2120;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2120
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223813;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2120;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2120
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223814;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;760;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;760
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223815;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;4240;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;4240
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223816;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;3040;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;3040
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223817;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;530;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;530
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223818;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223819;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223820;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2280;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2280
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223821;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223822;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;2120;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;2120
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223823;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;PROGRAMAS DE APOYO A LA NATACION ESCOLAR;http://www.bizkaia.eus/lehendakaritza/Bao_bob/2016/07/20160720a138.pdf#page=43;SB107223824;15/05/2024;S4833001C GOBIERNO VASCO - EUSKO JAURLARITZA;980;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;980
